"text__text__1FZLe href","text__text__1FZLe","text__text__1FZLe 2","text__text__1FZLe href 2","styles__image-container__3hkY5 src","image","text__text__1FZLe 3"
"https://www.reuters.com/business/energy/woodside-energy-earnings-set-dip-investors-eye-strategic-deals-2024-08-26/","Woodside Energy earnings set to dip as investors eye strategic deals","August 26, 2024","https://www.reuters.com/business/energy/woodside-energy-earnings-set-dip-investors-eye-strategic-deals-2024-08-26/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/RB67EIU32BOIFLQ4MV2J45GAVU.jpg"" width=""2000"" height=""1500"" alt=""Woodside Energy's booth at World Gas Conference 2022 in Daegu"" />","Business"
"https://www.reuters.com/business/retail-consumer/alibaba-gets-shareholder-nod-upgrade-hong-kong-listing-primary-status-2024-08-23/","Alibaba to upgrade Hong Kong listing in a bid to attract Chinese investment","August 23, 2024","https://www.reuters.com/business/retail-consumer/alibaba-gets-shareholder-nod-upgrade-hong-kong-listing-primary-status-2024-08-23/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/PR5PNWDWWZJ5BCUFQVOXVEE2PQ.jpg"" width=""6105"" height=""4070"" alt=""FILE PHOTO: Man walks past a logo of Alibaba Group at its office building in Beijing"" />","Business"
"https://www.reuters.com/business/retail-consumer/walmart-tears-up-china-online-strategy-with-jdcom-stake-sale-2024-08-21/","Walmart tears up China online strategy with JD.com stake sale","August 21, 2024","https://www.reuters.com/business/retail-consumer/walmart-tears-up-china-online-strategy-with-jdcom-stake-sale-2024-08-21/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XSGTLBV3EFOLJLIMWCMYPEVS2M.jpg"" width=""4000"" height=""2748"" alt=""Illustration shows Walmart logo"" />","ANALYSIS"
"https://www.reuters.com/markets/commodities/oil-prices-tick-down-hopes-middle-east-ceasefire-eases-supply-worries-2024-08-20/","Oil settles down 1% as Middle East tensions ease, China data weak","August 21, 2024","https://www.reuters.com/markets/commodities/oil-prices-tick-down-hopes-middle-east-ceasefire-eases-supply-worries-2024-08-20/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/PSBP264OWBPC3E4LYJTEWN74SA.jpg"" width=""3832"" height=""2542"" alt=""A view shows oil terminal Kozmino near Nakhodka"" />",""
"https://www.reuters.com/markets/commodities/strong-tailwinds-golds-excursion-into-uncharted-territory-2024-08-20/","Strong tailwinds for gold's excursion into uncharted territory","August 20, 2024","https://www.reuters.com/markets/commodities/strong-tailwinds-golds-excursion-into-uncharted-territory-2024-08-20/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TEHTFKMZTNIAVLBCWRWL2ZL4UY.jpg"" width=""5500"" height=""3697"" alt=""Production at Krastsvetmet precious metals plant in Krasnoyarsk"" />",""
"https://www.reuters.com/markets/asia/hong-kongs-svi-winds-down-china-focused-hedge-fund-say-sources-2024-08-20/","Hong Kong's SVI winds down China-focused hedge fund, say sources","August 20, 2024","https://www.reuters.com/markets/asia/hong-kongs-svi-winds-down-china-focused-hedge-fund-say-sources-2024-08-20/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/5MRK63PZZBOEVKVZPACSJZZXJ4.jpg"" width=""6000"" height=""4002"" alt=""Screens showing the Hang Seng stock index and stock prices are seen outside Exchange Square, in Hong Kong"" />",""
"https://www.reuters.com/markets/commodities/gold-trades-near-historic-2500-mark-fed-rate-cut-optimism-2024-08-19/","Gold subdued after record run as traders await cues from Fed","August 19, 2024","https://www.reuters.com/markets/commodities/gold-trades-near-historic-2500-mark-fed-rate-cut-optimism-2024-08-19/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/UE5RDL4NGBJKPMFDHWB5B5BBNQ.jpg"" width=""8256"" height=""5504"" alt=""Production of gold at Novosibirsk precious metals plant"" />",""
"https://www.reuters.com/world/middle-east/israeli-economy-ekes-out-12-growth-q2-gaza-war-rages-2024-08-18/","Israeli economy ekes out 1.2% growth in Q2 as Gaza war rages on","August 18, 2024","https://www.reuters.com/world/middle-east/israeli-economy-ekes-out-12-growth-q2-gaza-war-rages-2024-08-18/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/MBWC3KSDCBPKTGOPWPROSC7EQU.jpg"" width=""4805"" height=""3318"" alt=""Smoke rises following an Israeli strike on a residential building, in Khan Younis"" />",""
"https://www.reuters.com/markets/commodities/gold-eyes-weekly-gain-us-rate-cut-bets-2024-08-16/","Gold rallies to record high on softer dollar, rate-cut expectations","August 16, 2024","https://www.reuters.com/markets/commodities/gold-eyes-weekly-gain-us-rate-cut-bets-2024-08-16/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/JN6RDE4J6RPQXBUHUQCHRTRH5Q.jpg"" width=""800"" height=""533"" alt=""Production at Krastsvetmet precious metals plant in Krasnoyarsk"" />",""
"https://www.reuters.com/markets/asia/hong-kong-q2-gdp-expands-33-yy-2024-08-16/","Hong Kong second-quarter GDP expands 3.3% on year","August 16, 2024","https://www.reuters.com/markets/asia/hong-kong-q2-gdp-expands-33-yy-2024-08-16/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/466BJJQ7PVGY5O53NZ3KL65MHM.png"" width=""1024"" height=""740"" alt=""Reuters logo"" />",""
"https://www.reuters.com/markets/rates-bonds/israel-cpi-gains-further-breach-target-hits-32-annual-rate-july-2024-08-15/","Israel CPI gains further to breach target, hits 3.2% annual rate in July","August 15, 2024","https://www.reuters.com/markets/rates-bonds/israel-cpi-gains-further-breach-target-hits-32-annual-rate-july-2024-08-15/","https://cloudfront-us-east-2.images.arcpublishing.com/reuters/6UCPDPTPABK23LAZS4MSY2GSGQ.jpg","","Macro Matters"
"https://www.reuters.com/world/china/china-limit-antimony-exports-latest-critical-mineral-curbs-2024-08-15/","China to limit antimony exports in latest critical mineral curbs","August 15, 2024","https://www.reuters.com/world/china/china-limit-antimony-exports-latest-critical-mineral-curbs-2024-08-15/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/LJCR4OQPE5LTFMCHVJ4E5LYQKE.jpg"" width=""3500"" height=""2259"" alt=""A forklift transfers a shipping container for export at a port in Lianyungan"" />",""
"https://www.reuters.com/business/energy/china-boosts-crude-oil-stockpiles-july-amid-weak-refining-russell-2024-08-15/","China boosts crude oil stockpiles in July amid weak refining","August 15, 2024","https://www.reuters.com/business/energy/china-boosts-crude-oil-stockpiles-july-amid-weak-refining-russell-2024-08-15/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XX66GYJEOVI2XB7ZZNGP2WIMYQ.jpg"" width=""3500"" height=""2290"" alt=""Men walk past oil tanks at the plant of Liangyou Industry and Trade Co., Ltd in Qufu"" />",""
"https://www.reuters.com/technology/lenovo-q1-revenue-jumps-20-beats-estimates-pc-market-recovers-2024-08-15/","Lenovo Q1 revenue jumps 20%, beats estimates as PC market recovers","August 15, 2024","https://www.reuters.com/technology/lenovo-q1-revenue-jumps-20-beats-estimates-pc-market-recovers-2024-08-15/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/SV4FOYS5V5OHNDC35IW5KIXSRM.jpg"" width=""4860"" height=""3347"" alt=""An employee gestures next to a Lenovo logo at Lenovo Tech World in Beijing"" />","Technology"
"https://www.reuters.com/world/japan/japan-pm-kishida-wont-run-re-election-ldp-race-kyodo-reports-2024-08-14/","Japan's Prime Minister Kishida to resign, paving way for new leader","August 14, 2024","https://www.reuters.com/world/japan/japan-pm-kishida-wont-run-re-election-ldp-race-kyodo-reports-2024-08-14/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TAXEBNLGORMPHB4Y6JTGIHF6KA.jpg"" width=""800"" height=""533"" alt=""Japan's PM Kishida holds a press conference, in Tokyo"" />","World"
"https://www.reuters.com/business/energy/oil-strengthens-fall-estimated-us-crude-inventories-2024-08-14/","Oil prices settle 1% lower after surprise rise in US crude stockpiles","August 14, 2024","https://www.reuters.com/business/energy/oil-strengthens-fall-estimated-us-crude-inventories-2024-08-14/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/6UTCMDMV2BJKPAM2NQCKVZGBLM.jpg"" width=""800"" height=""521"" alt=""Oil rig on Lake Maracaibo, in Cabimas"" />","Business"
"https://www.reuters.com/markets/commodities/gold-prices-inch-lower-us-inflation-data-looms-2024-08-14/","Gold slips 1% as large rate-cut hopes dim after US CPI data","August 14, 2024","https://www.reuters.com/markets/commodities/gold-prices-inch-lower-us-inflation-data-looms-2024-08-14/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/GHFTMDK4VZP5XJRXKR7CE3GPKU.jpg"" width=""800"" height=""525"" alt=""Production at Krastsvetmet precious metals plant in Krasnoyarsk"" />",""
"https://www.reuters.com/business/finance/ubs-posts-11-bln-net-profit-second-quarter-2024-08-14/","UBS profit beats forecasts as investment bank shines, shares rise","August 14, 2024","https://www.reuters.com/business/finance/ubs-posts-11-bln-net-profit-second-quarter-2024-08-14/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/6FQYYMGEHZPTHJ7H5UUXEW4EXQ.jpg"" width=""5025"" height=""3233"" alt=""Swiss bank UBS news conference in Zurich"" />","Business"
"https://www.reuters.com/markets/commodities/gold-dips-investors-book-profits-us-inflation-data-focus-2024-08-13/","Gold firms as dollar, yields slip after US PPI data","August 13, 2024","https://www.reuters.com/markets/commodities/gold-dips-investors-book-profits-us-inflation-data-focus-2024-08-13/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XMLPLVLLANP5JCV4OTM3OU2YSQ.jpg"" width=""800"" height=""568"" alt=""Production at Krastsvetmet precious metals plant in Krasnoyarsk"" />",""
"https://www.reuters.com/breakingviews/iran-danger-marks-return-oils-risk-premium-2024-08-13/","Iran danger marks return of oil’s risk premium","August 13, 2024","https://www.reuters.com/breakingviews/iran-danger-marks-return-oils-risk-premium-2024-08-13/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/BOXH6VGOGJNJBJCA56AGGATOIY.jpg"" width=""800"" height=""533"" alt=""The sun sets behind a crude oil pump jack on a drill pad in the Permian Basin in Loving County"" />","Breakingviews"
"https://www.reuters.com/world/middle-east/fitch-cuts-israels-credit-rating-a-2024-08-12/","Fitch cuts Israel's credit rating amid rising Middle East tensions","August 13, 2024","https://www.reuters.com/world/middle-east/fitch-cuts-israels-credit-rating-a-2024-08-12/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/N5PRE3KADJJKDDHJGC4V3JWPJE.jpg"" width=""800"" height=""533"" alt=""Sunrise over Haifa"" />","Middle East"
"https://www.reuters.com/markets/asia/global-markets-view-asia-2024-08-12/","Morning Bid: Newfound market calm awaits tests for turbulence","August 13, 2024","https://www.reuters.com/markets/asia/global-markets-view-asia-2024-08-12/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TEXOROXDMJJDHNBPCU75HPZ25U.jpg"" width=""800"" height=""602"" alt=""A man looks at an electronic board displaying the Nikkei stock average outside a brokerage in Tokyo"" />",""
"https://www.reuters.com/markets/commodities/gold-subdued-investors-focus-us-inflation-data-2024-08-12/","Gold rises over 1% on safe-haven demand","August 12, 2024","https://www.reuters.com/markets/commodities/gold-subdued-investors-focus-us-inflation-data-2024-08-12/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/MYW3WANN3BL3DLP3E5OWRMQV7Q.jpg"" width=""800"" height=""515"" alt=""Production of gold at Novosibirsk precious metals plant"" />",""
"https://www.reuters.com/markets/us/feds-bowman-rate-cuts-will-be-needed-if-inflation-keeps-falling-2024-08-10/","Fed's Bowman: Rate cuts will be needed if inflation keeps falling","August 10, 2024","https://www.reuters.com/markets/us/feds-bowman-rate-cuts-will-be-needed-if-inflation-keeps-falling-2024-08-10/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/7SDLDWA7UNJBZHUOZQSFDWQZ5A.jpg"" width=""800"" height=""590"" alt=""Federal Reserve Governor Michelle Bowman gives her first public remarks as a Fed policymaker at an American Bankers Association conference in San Diego"" />",""
"https://www.reuters.com/markets/commodities/oil-set-3-weekly-gain-rising-mideast-tensions-better-us-outlook-2024-08-09/","Oil posts 3% weekly gains on positive economic data, rate cut hopes","August 9, 2024","https://www.reuters.com/markets/commodities/oil-set-3-weekly-gain-rising-mideast-tensions-better-us-outlook-2024-08-09/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/2G2Y6SRZKJPTDM76PBW5NA2X34.jpg"" width=""800"" height=""520"" alt=""An oil worker walks towards a drill rig after placing ground monitoring equipment in the vicinity of the underground horizontal drill in Loving County"" />",""
"https://www.reuters.com/technology/smic-posts-59-fall-q2-profit-yet-beats-expectations-2024-08-08/","China's SMIC vows to avoid chip price war, beats estimates on earnings","August 9, 2024","https://www.reuters.com/technology/smic-posts-59-fall-q2-profit-yet-beats-expectations-2024-08-08/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/RE2WSGA4UFLMHFNPECWIIW7OP4.jpg"" width=""800"" height=""533"" alt=""People visit a booth of Semiconductor Manufacturing International Corporation (SMIC), at China International Semiconductor Expo (IC China 2020) following the coronavirus disease (COVID-19) outbreak in Shanghai"" />","Technology"
"https://www.reuters.com/markets/global-markets-wrapup-1pix-2024-08-08/","Global stock index rises with dollar, yields as data calms nerves","August 8, 2024","https://www.reuters.com/markets/global-markets-wrapup-1pix-2024-08-08/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/WP7WYENMCNMARGVAS4WJ4LY45Q.jpg"" width=""5625"" height=""3749"" alt=""Traders work on the floor of the NYSE in New York"" />","Markets"
"https://www.reuters.com/markets/commodities/oil-prices-tick-up-sharp-fall-us-crude-inventories-2024-08-08/","Oil settles up for third straight day on US job data and Mideast tensions","August 8, 2024","https://www.reuters.com/markets/commodities/oil-prices-tick-up-sharp-fall-us-crude-inventories-2024-08-08/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/APA2GYFKGRP2ZJFS6UVGAZBLJU.jpg"" width=""800"" height=""533"" alt=""Crude oil storage tanks are seen in an aerial photograph at the Cushing oil hub"" />",""
"https://www.reuters.com/markets/gulf-bourses-end-mixed-regional-tensions-us-data-2024-08-08/","Gulf bourses end mixed on regional tensions, US data","August 8, 2024","https://www.reuters.com/markets/gulf-bourses-end-mixed-regional-tensions-us-data-2024-08-08/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TEEJ4DV6NRPCJMQR7ZKQCADZMI.jpg"" width=""800"" height=""533"" alt=""Electronic boards showing stock information are pictured at the stock market, in Dubai, United Arab Emirates"" />","Markets"
"https://www.reuters.com/markets/commodities/citi-sees-possible-bounce-oil-prices-low-to-mid-80s-2024-08-08/","Citi sees possible bounce in oil prices to low-to-mid-$80s","August 8, 2024","https://www.reuters.com/markets/commodities/citi-sees-possible-bounce-oil-prices-low-to-mid-80s-2024-08-08/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/NWLBNC4LVVIVPE3SCM76B3VFLY.jpg"" width=""800"" height=""534"" alt=""An offshore oil rig platform is photographed in Huntington Beach"" />",""
"https://www.reuters.com/markets/rates-bonds/yields-rise-before-10-year-note-auction-2024-08-07/","Yields rise after weak 10-year auction, heavy corporate supply","August 7, 2024","https://www.reuters.com/markets/rates-bonds/yields-rise-before-10-year-note-auction-2024-08-07/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/ZRGJTTYWIJPELDWVZPHDAES2WQ.jpg"" width=""5485"" height=""3657"" alt=""Traders work on the floor of the NYSE in New York"" />",""
"https://www.reuters.com/markets/commodities/gold-prices-inch-lower-us-dollar-yields-rebound-2024-08-07/","Gold pares gains as higher US dollar, bond yields weigh","August 7, 2024","https://www.reuters.com/markets/commodities/gold-prices-inch-lower-us-dollar-yields-rebound-2024-08-07/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XM7KMOFT75K2DLLYFDK2FVGOY4.jpg"" width=""4695"" height=""3024"" alt=""Production of gold at Novosibirsk precious metals plant"" />",""
"https://www.reuters.com/markets/currencies/rupee-slips-record-low-pressure-carry-trade-unwind-lingers-2024-08-07/","Rupee slips to record low as pressure from carry trade unwind lingers","August 7, 2024","https://www.reuters.com/markets/currencies/rupee-slips-record-low-pressure-carry-trade-unwind-lingers-2024-08-07/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XKZCD2AIURLRBMPYH53DG3YR4Y.jpg"" width=""5386"" height=""3590"" alt=""Indian twenty rupee currency notes are displayed at a roadside currency exchange stall in New Delhi"" />",""
"https://www.reuters.com/business/finance/singapores-bank-dbs-second-quarter-net-profit-rises-4-beats-forecast-2024-08-07/","Singapore bank DBS raises 2024 view as robust wealth flows drive profit beat","August 7, 2024","https://www.reuters.com/business/finance/singapores-bank-dbs-second-quarter-net-profit-rises-4-beats-forecast-2024-08-07/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/IFNVNBPA2RLPRHPRFLLNSPTRPE.jpg"" width=""4895"" height=""3268"" alt=""People use DBS automated teller machines (ATMs) in Singapore"" />","Business"
"https://www.reuters.com/markets/commodities/gold-nudges-higher-mounting-us-rate-cut-bets-2024-08-06/","Gold eases as dollar, yields firm; Fed rate cut hopes lend support","August 6, 2024","https://www.reuters.com/markets/commodities/gold-nudges-higher-mounting-us-rate-cut-bets-2024-08-06/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/MYGHGL67HZNQPFNOSR3OV5HUWA.jpg"" width=""3500"" height=""2504"" alt=""A gold ingot and gold coins are seen in this illustration picture"" />",""
"https://www.reuters.com/sports/olympics/paris-ceremony-honours-israeli-athletes-killed-1972-munich-games-attack-2024-08-06/","Paris ceremony honours Israeli athletes killed in 1972 Munich Games attack","August 6, 2024","https://www.reuters.com/sports/olympics/paris-ceremony-honours-israeli-athletes-killed-1972-munich-games-attack-2024-08-06/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/2EBJ3FFJANIZFLRQ4IJVGRN6C4.jpg"" width=""6000"" height=""4000"" alt=""Inauguration ceremony of sports centre dedicated to the memory of Israeli athletes who were murdered in Munich 1972 Olympic Games attack"" />","Sports"
"https://www.reuters.com/business/expeditors-second-quarter-profit-falls-red-sea-tensions-weigh-2024-08-06/","Expeditors second-quarter profit falls as Red Sea tensions weigh","August 6, 2024","https://www.reuters.com/business/expeditors-second-quarter-profit-falls-red-sea-tensions-weigh-2024-08-06/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/466BJJQ7PVGY5O53NZ3KL65MHM.png"" width=""1024"" height=""740"" alt=""Reuters logo"" />","Business"
"https://www.reuters.com/business/finance/marketaxess-profit-rises-demand-high-grade-credit-government-bonds-2024-08-06/","MarketAxess profit rises on demand for high-grade credit, government bonds","August 6, 2024","https://www.reuters.com/business/finance/marketaxess-profit-rises-demand-high-grade-credit-government-bonds-2024-08-06/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/Y6AMIUUEEVJN7C67OO42HKNVSI.jpg"" width=""5567"" height=""3712"" alt=""Traders work on the floor of the NYSE in New York"" />","Business"
"https://www.reuters.com/markets/commodities/gold-prices-flat-profit-taking-counters-us-rate-outlook-2024-08-05/","Gold slips over 1% as wider market rout spills over","August 6, 2024","https://www.reuters.com/markets/commodities/gold-prices-flat-profit-taking-counters-us-rate-outlook-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/X2QU5BBTIFKL7DHXW2S34FI5HE.jpg"" width=""8032"" height=""5355"" alt=""Production of gold at Novosibirsk precious metals plant"" />",""
"https://www.reuters.com/markets/us/us-doesnt-look-like-its-recession-feds-goolsbee-tells-cnbc-2024-08-05/","Fed policymakers signal rate cuts ahead, but not recession","August 6, 2024","https://www.reuters.com/markets/us/us-doesnt-look-like-its-recession-feds-goolsbee-tells-cnbc-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/U2NINRXSAFOJVLPJ73DUVKGDUQ.jpg"" width=""3224"" height=""2336"" alt=""The Kansas City Fed's annual economic symposium in Jackson Hole"" />","Macro Matters"
"https://www.reuters.com/markets/global-markets-selloff-quotes-6-2024-08-05/","Investors comment on global stocks rout","August 5, 2024","https://www.reuters.com/markets/global-markets-selloff-quotes-6-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/75RGNEP32ZPZFG6SXDK4P2WCUU.jpg"" width=""2736"" height=""1793"" alt=""A passerby walks past in front of an electronic screen displaying the graph showing today's movements of Japan's Nikkei share average in Tokyo"" />","Markets"
"https://www.reuters.com/markets/us/economic-fears-send-yields-one-year-lows-210-curve-turns-positive-2024-08-05/","Yields rebound, curve inverts again after brief positive shift","August 5, 2024","https://www.reuters.com/markets/us/economic-fears-send-yields-one-year-lows-210-curve-turns-positive-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/M5ZLJPCSBJN7PPPVSYYMX7Y4RY.jpg"" width=""5642"" height=""3762"" alt=""Traders reacts to Fed rate announcement on the floor of the NYSE in New York"" />",""
"https://www.reuters.com/business/finance/online-trading-platforms-down-thousands-users-downdetector-shows-2024-08-05/","Schwab, Fidelity resolve temporary disruptions on frenetic trading day","August 5, 2024","https://www.reuters.com/business/finance/online-trading-platforms-down-thousands-users-downdetector-shows-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/T6ROCDWU2FKHTN3K7G4IW3AEFI.jpg"" width=""3660"" height=""2440"" alt=""The company logo for financial broker Charles Schwab is displayed at a location in the financial district in New York"" />","Business"
"https://www.reuters.com/markets/rates-bonds/us-interest-rate-futures-price-inter-meeting-fed-cut-2024-08-05/","US interest rate futures price in inter-meeting Fed cut","August 5, 2024","https://www.reuters.com/markets/rates-bonds/us-interest-rate-futures-price-inter-meeting-fed-cut-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/466BJJQ7PVGY5O53NZ3KL65MHM.png"" width=""1024"" height=""740"" alt=""Reuters logo"" />",""
"https://www.reuters.com/markets/commodities/golds-run-record-high-may-crimp-demand-russell-2024-08-05/","Gold's run to record high may crimp demand","August 5, 2024","https://www.reuters.com/markets/commodities/golds-run-record-high-may-crimp-demand-russell-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/MAPY2T7JUNMORIL3OMXI43D7CQ.jpg"" width=""5539"" height=""3518"" alt=""Production of gold at Novosibirsk precious metals plant"" />",""
"https://www.reuters.com/markets/em-equities-slump-us-recession-fears-spark-global-selloff-2024-08-05/","Emerging Markets equities slump as US recession fears spark global selloff","August 5, 2024","https://www.reuters.com/markets/em-equities-slump-us-recession-fears-spark-global-selloff-2024-08-05/","","<img src=""https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TSCJREJVYBI2FJLZGFT5Q2BPAI.jpg"" width=""4477"" height=""2985"" alt=""The Fearless Girl statue is seen outside NYSE in New York"" />","Markets"
